IDLattes,DuracaoDoutorado,Genero,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,HistoricoFiliacaoemIESInternacional
3373462035116325,2.0,0.0,0,10,1.0,0
3373477771254491,3.0,1.0,0,4,4.0,0
3373494666836167,5.0,1.0,0,20,35.0,0
3373498635178012,5.0,1.0,0,2,2.0,0
3373540742041854,3.0,0.0,0,8,4.0,0
3373541964910904,4.0,0.0,1,20,18.0,0
3373558974232568,4.0,0.0,1,19,8.0,0
3373601750399280,3.0,1.0,0,12,11.0,0
3373614096359443,3.0,0.0,1,50,32.0,1
3373642351193976,5.0,0.0,0,3,5.0,0
3373643825131579,4.0,1.0,0,15,29.0,0
3373675104857030,5.0,0.0,0,1,5.0,0
3373686571068027,4.0,0.0,1,2,14.0,0
3373707542871436,3.0,0.0,1,50,10.0,0
3373716375050840,5.0,0.0,1,2,5.0,1
3373757115089799,2.0,1.0,1,6,8.0,1
3373815361504494,4.0,0.0,1,16,8.0,1
3373844614188068,4.0,0.0,1,22,37.0,0
3373850539071071,2.0,1.0,0,1,2.0,0
3373904429663843,4.0,0.0,1,12,14.0,0
3373905719716652,4.0,0.0,0,1,4.0,0
3373920650070144,2.0,1.0,1,20,13.0,0
3373927607699595,4.0,0.0,1,7,10.0,0
3373940218116572,7.0,1.0,0,4,10.0,0
3373986990789252,3.0,1.0,0,18,10.0,0
3373997310868823,3.0,1.0,0,33,10.0,0
3374017168429904,4.0,1.0,1,44,19.0,0
3374026627546687,4.0,1.0,1,12,10.0,0
3374058408631350,3.0,1.0,1,14,5.0,0
3374226899047718,4.0,0.0,0,6,5.0,0
3374232123810003,5.0,0.0,1,1,5.0,0
3374236536921493,3.0,0.0,0,1,3.0,0
3374245888569154,3.0,0.0,0,1,3.0,0
3374253617502952,3.0,1.0,0,2,3.0,0
3374288398505199,4.0,1.0,1,9,6.0,0
3374319742091416,4.0,0.0,1,20,8.0,1
3374347709670534,4.0,0.0,1,3,8.0,0
3374399894381375,4.0,1.0,1,1,2.0,0
3374460698053901,4.0,1.0,0,5,5.0,0
3374462580672368,4.0,0.0,0,1,5.0,0
3374466203338082,4.0,0.0,0,10,20.0,0
3374470760023688,1.0,0.0,0,14,9.0,0
3374473393228109,4.0,0.0,1,1,4.0,1
3374501725288665,4.0,1.0,1,16,14.0,0
3374527511007494,3.0,1.0,1,9,6.0,0
3374616705744809,4.0,1.0,1,26,7.0,0
3374644269591294,5.0,1.0,0,32,15.0,0
3374678185907297,3.0,1.0,1,16,14.0,0
3374757279544058,5.0,0.0,1,3,4.0,0
3374801658052358,4.0,1.0,0,5,3.0,0
3374824233228221,4.0,1.0,0,1,3.0,0
3374847795677320,5.0,0.0,0,6,6.0,1
3374854193101890,5.0,1.0,1,26,20.0,1
3374873631682555,4.0,1.0,0,69,4.0,0
3374888478885526,7.0,0.0,1,30,29.0,0
3374921875137512,3.0,0.0,0,1,3.0,1
3374935597456714,4.0,1.0,0,8,10.0,0
3374954104030940,3.0,1.0,1,13,6.0,0
3375126538583357,5.0,0.0,1,144,33.0,0
3375129315379891,4.0,0.0,0,1,4.0,0
3375135294778761,5.0,1.0,0,3,5.0,1
3375136005199370,3.0,0.0,1,30,3.0,0
3375136546975082,4.0,0.0,1,21,16.0,0
3375138916937683,4.0,0.0,1,3,3.0,0
3375184078198721,7.0,1.0,1,78,31.0,0
3375231893599759,5.0,1.0,1,1,5.0,0
3375266541708580,4.0,1.0,0,24,11.0,0
3375274028298394,4.0,0.0,1,4,9.0,0
3375300366078449,3.0,0.0,0,30,10.0,1
3375321415017516,5.0,1.0,0,2,8.0,0
3375340063572734,7.0,0.0,0,10,22.0,0
3375351463359641,2.0,0.0,0,6,4.0,0
3375354474276488,4.0,1.0,1,45,30.0,0
3375378642925879,5.0,0.0,1,2,5.0,0
3375381070309173,4.0,0.0,0,1,4.0,0
3375425142053721,5.0,0.0,0,3,10.0,0
3375429086054394,4.0,0.0,1,9,10.0,0
3375443053623765,14.0,0.0,0,1,14.0,0
3375457360116704,4.0,0.0,1,2,6.0,0
3375494940296715,3.0,1.0,1,46,26.0,0
3375529151382237,3.0,0.0,0,17,24.0,0
3375574050681028,3.0,1.0,0,8,3.0,0
3375601728298735,4.0,0.0,1,33,12.0,1
3375646010017618,4.0,0.0,0,24,17.0,0
3375668037786148,5.0,1.0,1,19,14.0,0
3375674752599222,3.0,1.0,1,24,17.0,0
3375677042602541,4.0,0.0,1,18,21.0,0
3375677785809016,3.0,1.0,0,1,3.0,0
3375681792456149,5.0,1.0,1,7,30.0,0
3375689239313499,4.0,0.0,1,8,12.0,1
3375694354499348,6.0,0.0,1,16,16.0,0
3375708426763586,4.0,1.0,1,2,4.0,0
3375732806447407,2.0,1.0,1,42,6.0,1
3375745481702334,4.0,1.0,1,3,6.0,1
3375750104279995,4.0,1.0,0,7,17.0,0
3375763917381595,4.0,0.0,0,46,17.0,0
3375778270337196,4.0,0.0,0,9,3.0,0
3375802140515152,4.0,1.0,0,37,15.0,0
3375820520097005,4.0,1.0,1,16,14.0,0
3375885192802654,5.0,1.0,1,2,6.0,1
3375896381800146,4.0,1.0,0,1,4.0,0
3375917010873192,6.0,1.0,1,1,6.0,0
3375918723025458,4.0,1.0,1,27,32.0,0
3375921270633687,5.0,1.0,1,8,7.0,1
3375925354814153,4.0,1.0,0,26,18.0,0
3375933643893154,3.0,1.0,0,18,10.0,0
3375944253162400,4.0,1.0,1,2,7.0,0
3375946974768343,3.0,0.0,0,6,3.0,0
3375958103064547,4.0,0.0,0,5,6.0,0
3375975632878926,4.0,1.0,1,12,7.0,1
3375978941626271,8.0,1.0,0,1,8.0,0
3376025973220539,6.0,1.0,0,5,8.0,0
3376052983946975,2.0,1.0,0,21,5.0,0
3376079134378157,4.0,1.0,0,5,4.0,0
3376142410575714,4.0,0.0,1,126,39.0,1
3376252696863631,4.0,1.0,1,3,5.0,1
3376259917016135,3.5,0.0,1,36,23.0,0
3376284869863254,3.0,1.0,0,14,11.0,0
3376296817992510,5.0,0.0,1,1,5.0,0
3376343720313755,3.0,0.0,1,39,15.0,0
3376347651949021,4.0,0.0,0,2,7.0,1
3376356620307205,3.0,0.0,0,3,9.0,0
3376368289770337,4.0,0.0,0,1,7.0,0
3376376471935792,2.0,0.0,0,1,2.0,0
3376406609531098,5.0,1.0,1,2,5.0,0
3376437393398352,4.0,1.0,1,1,2.0,1
3376455208553048,5.0,0.0,1,39,26.0,0
3376463096716001,4.0,0.0,0,8,5.0,0
3376485996795795,2.0,0.0,0,158,32.0,0
3376486551624062,4.0,0.0,1,16,8.0,1
3376515595943591,3.0,0.0,1,18,15.0,0
3376522660761639,4.0,0.0,0,6,5.0,0
3376532738584008,4.0,0.0,1,70,24.0,1
3376539356185938,4.0,1.0,1,19,21.0,0
3376562859305916,7.0,1.0,1,127,33.0,0
3376575183286073,4.0,0.0,1,18,6.0,0
3376667127204752,4.0,1.0,0,7,7.0,0
3376710264096565,5.0,0.0,1,9,9.0,0
3376750892363066,4.0,1.0,1,57,21.0,0
3376768432178520,5.0,0.0,1,21,21.0,0
3376782000758709,3.0,1.0,0,14,8.0,0
3376822692421809,2.0,1.0,0,2,3.0,0
3376845758801148,4.0,1.0,1,1,4.0,0
3376868479470271,4.0,1.0,1,7,16.0,0
3376884855395709,6.0,0.0,0,1,1.0,1
3376885548516661,3.0,0.0,1,6,4.0,0
3376956016371416,4.0,0.0,0,8,16.0,0
3376988670105236,4.0,1.0,0,3,3.0,0
3377142875590306,4.0,0.0,1,13,7.0,0
3377153865065674,4.0,1.0,0,10,10.0,0
3377210311552086,4.0,1.0,0,6,3.0,0
3377217193793484,4.0,0.0,1,5,30.0,0
3377243585930786,5.0,1.0,1,19,19.0,0
3377255073517256,4.0,0.0,1,11,10.0,1
3377277648091565,4.0,0.0,0,1,4.0,0
3377310161614504,5.0,0.0,0,11,15.0,1
3377333918279412,4.0,1.0,1,6,5.0,0
3377351665861827,4.0,1.0,0,3,3.0,0
3377368670735777,4.0,0.0,1,116,37.0,0
3377381407004786,4.0,1.0,1,1,4.0,0
3377502960363268,3.0,0.0,1,23,5.0,1
3377504599245984,4.0,0.0,1,5,16.0,0
3377551117316312,5.0,1.0,0,12,17.0,0
3377561811770822,5.0,0.0,1,8,13.0,0
3377642245416057,3.0,0.0,1,3,2.0,0
3377672443841993,4.0,1.0,1,2,4.0,0
3377684322512139,5.0,1.0,0,16,5.0,0
3377693208639907,5.0,1.0,1,35,18.0,1
3377752440035844,3.0,0.0,1,27,23.0,0
3377799793942627,6.0,1.0,1,33,24.0,0
3377801666590092,5.0,0.0,1,4,9.0,0
3377832734655986,4.0,1.0,1,33,13.0,1
3377861683609580,5.0,1.0,1,77,21.0,0
3377954941711986,4.0,0.0,1,4,21.0,0
3377966103626137,2.0,1.0,0,10,12.0,0
3377974644377234,4.0,0.0,0,1,4.0,0
3377990217839503,4.0,0.0,1,11,6.0,0
3378010199164727,5.0,1.0,1,30,17.0,0
3378019259880324,4.0,1.0,1,15,16.0,0
3378023017553740,4.0,1.0,1,20,9.0,1
3378038791036594,2.0,0.0,0,115,44.0,0
3378049551780633,4.0,0.0,1,7,5.0,0
3378103029298164,4.0,1.0,0,4,9.0,0
3378141737377054,6.0,0.0,1,110,30.0,1
3378148351607529,4.0,0.0,0,1,4.0,0
3378152671043615,3.0,0.0,1,5,28.0,0
3378223540154098,4.0,1.0,1,8,5.0,0
3378266559534734,2.0,0.0,0,4,7.0,0
3378281279350075,4.0,1.0,0,28,17.0,0
3378291494578499,4.0,1.0,1,9,8.0,0
3378319266276814,7.0,1.0,0,1,7.0,0
3378323618324764,3.0,0.0,0,132,35.0,1
3378374909304521,3.0,1.0,1,8,5.0,0
3378402632029265,4.0,0.0,1,2,10.0,0
3378484970693261,5.0,1.0,1,14,19.0,0
3378546641720147,3.5,1.0,0,2,1.0,0
3378585324630755,2.0,1.0,0,1,2.0,0
3378610726646094,4.0,1.0,0,8,1.0,0
3378687312648473,6.0,1.0,0,1,6.0,0
3378687696349188,4.0,0.0,0,42,20.0,0
3378689603048047,4.0,0.0,1,13,6.0,0
3378690373301072,7.0,1.0,1,9,6.0,0
3378712431991879,4.0,0.0,1,62,20.0,1
3378809365406644,4.0,0.0,1,15,7.0,0
3378814591011258,3.0,0.0,0,1,3.0,0
3378860266046438,5.0,1.0,1,1,5.0,0
3378866599655378,5.0,1.0,0,38,34.0,0
3378892961227973,3.0,0.0,1,18,12.0,0
3378902100351558,4.0,1.0,1,2,7.0,0
3378919733238163,4.0,1.0,1,10,6.0,0
3378966283098228,4.0,0.0,0,6,34.0,0
3378974052397489,4.0,0.0,0,16,6.0,0
3378998327997426,4.0,1.0,1,9,11.0,0
3379099368507304,4.0,0.0,1,28,5.0,0
3379103066131577,4.0,1.0,1,25,12.0,1
3379132585614926,3.0,1.0,0,1,3.0,1
3379147543215084,4.0,1.0,1,24,14.0,0
3379154738667856,4.0,0.0,1,5,4.0,0
3379311795685098,3.0,1.0,1,2,4.0,0
3379314124750467,3.0,1.0,0,17,15.0,0
3379331214841768,4.0,0.0,1,9,6.0,0
3379437436365867,4.0,1.0,1,2,1.0,0
3379459480976790,4.0,0.0,1,163,26.0,1
3379468007698237,4.0,1.0,1,9,6.0,0
3379479773566545,3.0,1.0,0,7,7.0,1
3379491397147238,3.0,1.0,1,10,4.0,0
3379499427344725,3.0,1.0,1,23,14.0,0
3379521354576211,5.0,0.0,1,8,12.0,0
3379545219837941,1.0,0.0,0,3,12.0,0
3379559464811687,5.0,1.0,0,3,7.0,0
3379567134906472,4.0,0.0,1,10,11.0,1
3379575559292247,5.0,1.0,1,4,8.0,0
3379581138728878,5.0,1.0,1,8,10.0,0
3379643225245078,3.0,0.0,1,1,3.0,0
3379658086475489,4.0,1.0,1,18,13.0,0
3379733313399254,5.0,0.0,0,1,5.0,0
3379736601483994,4.0,1.0,1,3,1.0,0
3379802213206983,3.0,0.0,1,33,11.0,0
3379813075624457,3.0,0.0,0,1,3.0,0
3379815943910747,4.0,0.0,0,48,15.0,0
3379829219706453,5.0,1.0,1,15,17.0,1
3379889372608780,4.0,0.0,1,1,2.0,0
3379906315883988,3.0,0.0,1,9,9.0,0
3379910047495005,4.0,1.0,1,17,7.0,0
3379918620847838,3.0,0.0,1,4,3.0,0
3379948777583198,3.0,0.0,1,85,11.0,0
3379977348826105,3.0,1.0,1,9,9.0,0
3380005959124580,6.0,0.0,1,6,29.0,0
3380009049467052,4.0,1.0,1,4,8.0,0
3380085092532947,4.0,1.0,1,5,7.0,0
3380104785130199,4.0,1.0,0,66,20.0,0
3380148109327292,4.0,0.0,1,1,4.0,0
3380153722995551,4.0,0.0,0,23,13.0,1
3380240439932303,4.0,1.0,1,10,20.0,0
3380244734764454,4.0,1.0,1,6,5.0,1
3380272257978515,5.0,0.0,0,23,17.0,1
3380300231532979,3.0,1.0,0,17,4.0,0
3380363206385369,3.0,0.0,0,2,3.0,0
3380394823309100,4.0,0.0,0,1,4.0,0
3380448126618343,2.0,0.0,1,4,29.0,0
3380449527780226,4.0,1.0,0,30,15.0,0
3380467005770828,7.0,0.0,0,22,9.0,0
3380482010783991,3.0,1.0,0,9,7.0,0
3380512114379704,4.0,0.0,1,5,20.0,0
3380578248358534,4.0,1.0,1,18,5.0,0
3380581933287217,5.0,1.0,0,166,21.0,0
3380611668628327,5.0,1.0,1,64,25.0,0
3380619822669469,4.0,0.0,0,60,11.0,1
3380626839584906,2.0,1.0,0,21,12.0,0
3380627248548503,6.0,1.0,1,53,30.0,0
3380632710108888,4.0,0.0,1,81,15.0,0
3380722724966656,2.0,0.0,0,47,33.0,0
3380724227553340,2.0,0.0,1,5,5.0,0
3380779586923587,4.0,1.0,1,40,21.0,0
3380795032616827,3.0,0.0,1,92,26.0,0
3380808538438548,6.0,1.0,0,1,6.0,0
3380926755008181,4.0,1.0,1,21,5.0,0
3380958564791756,4.0,0.0,1,4,4.0,0
3380961830118287,4.0,0.0,1,5,11.0,1
3380962414364694,7.0,1.0,1,2,14.0,1
3380981375509913,2.0,1.0,0,4,5.0,0
3380997404503593,3.0,1.0,0,5,9.0,0
3381049256541106,4.0,0.0,1,92,19.0,0
3381053242520303,7.0,0.0,1,1,5.0,0
3381110085983846,3.0,1.0,0,6,18.0,0
3381165433749186,4.0,1.0,1,9,4.0,0
3381189534312209,4.0,1.0,0,1,4.0,0
3381209197640577,5.0,1.0,0,12,23.0,0
3381255922586498,4.0,0.0,0,13,15.0,0
3381290931050608,4.0,1.0,0,2,4.0,0
3381306692651548,6.0,1.0,1,1,6.0,0
3381311711666953,5.0,0.0,1,13,14.0,1
3381324625371431,5.0,1.0,1,29,24.0,1
3381349412370206,4.0,0.0,1,4,13.0,0
3381371209712524,4.0,1.0,1,78,36.0,0
3381413029631491,4.0,0.0,0,28,10.0,0
3381510918653081,4.0,0.0,1,7,9.0,0
3381517748983487,4.0,0.0,1,7,9.0,1
3381527239868582,4.0,1.0,1,4,5.0,0
3381556479289840,4.0,1.0,1,5,10.0,0
3381614940774001,4.0,1.0,1,5,6.0,0
3381670661843365,4.0,0.0,1,10,20.0,0
3381702157848261,5.0,0.0,1,3,7.0,0
3381718136020436,4.0,0.0,0,2,24.0,0
3381781135088677,4.0,1.0,0,13,12.0,0
3381839844874712,4.0,0.0,1,3,4.0,0
3381840748575599,5.0,1.0,0,6,4.0,1
3381849078388664,4.0,0.0,1,44,8.0,0
3381886122174095,5.0,1.0,0,5,16.0,0
3381899302813592,4.0,1.0,1,7,6.0,0
3381907023831235,1.0,0.0,0,9,37.0,1
3381948803989944,4.0,0.0,1,42,14.0,0
3381968299059730,3.0,0.0,0,50,16.0,0
3382003878730026,4.0,1.0,1,1,9.0,0
3382026798255936,4.0,1.0,0,93,16.0,0
3382032028988093,4.0,1.0,1,16,11.0,0
3382081007091231,2.0,0.0,1,9,4.0,0
3382098502437204,6.0,1.0,0,1,1.0,1
3382134322388934,2.0,1.0,1,5,6.0,0
3382139603435826,4.0,1.0,0,18,6.0,0
3382159401140616,7.0,1.0,0,14,7.0,0
3382234524372455,3.0,1.0,1,63,19.0,0
3382254271045679,4.0,0.0,0,2,4.0,0
3382262598458324,3.0,0.0,0,15,4.0,0
3382266217932271,3.0,1.0,1,14,15.0,0
3382282305904067,4.0,0.0,0,18,21.0,0
3382298218384292,4.0,0.0,1,2,2.0,0
3382304155717151,5.0,1.0,1,3,5.0,0
3382309049501717,8.0,0.0,0,188,38.0,0
3382322676433312,4.0,1.0,0,80,21.0,0
3382358342893319,4.0,1.0,0,1,4.0,0
3382412477408043,2.0,1.0,1,15,5.0,1
3382412548524498,4.0,1.0,1,4,4.0,0
3382417537832158,4.0,1.0,0,7,7.0,0
3382435242344988,4.0,0.0,1,1,1.0,0
3382450720179401,3.0,1.0,1,92,16.0,0
3382494291728613,5.0,1.0,0,1,5.0,0
3382559156810145,4.0,0.0,1,40,7.0,0
3382562668991400,4.0,0.0,1,3,4.0,0
3382563390871398,3.0,0.0,0,55,11.0,0
3382579160028503,4.0,0.0,1,1,4.0,0
3382583192001243,4.0,0.0,0,30,4.0,0
3382604380000494,3.0,0.0,0,58,17.0,0
3382656321971844,3.0,1.0,0,1,5.0,0
3382676851322343,4.0,1.0,1,1,4.0,0
3382712208835262,5.0,0.0,0,34,10.0,1
3382719006017432,5.0,0.0,1,1,5.0,0
3382724343640625,4.0,1.0,1,10,4.0,0
3382727779567917,1.0,1.0,1,5,22.0,0
3382836095326716,3.0,0.0,1,10,16.0,0
3382862975280090,3.0,1.0,0,2,5.0,0
3382873321094636,5.0,1.0,0,23,27.0,0
3382876582132307,2.0,0.0,0,1,3.0,0
3382900147208081,3.0,1.0,1,39,15.0,0
3382970095032014,2.0,0.0,1,1,2.0,0
3382985159939802,4.0,0.0,0,3,5.0,0
3382987287685729,5.0,0.0,1,8,22.0,1
3382989331162903,4.0,0.0,1,15,24.0,1
3383000591936130,4.0,1.0,1,2,4.0,0
3383041302463897,5.0,0.0,1,18,5.0,0
3383060643884789,2.5,1.0,1,30,21.0,0
3383084097521991,5.0,0.0,0,6,6.0,1
3383107648074125,4.0,0.0,0,6,6.0,0
3383112448012185,5.0,1.0,1,5,5.0,0
3383131103368535,5.0,1.0,1,17,5.0,0
3383145327612596,4.0,0.0,0,15,14.0,0
3383181986367699,4.0,0.0,0,23,13.0,0
3383257850412908,5.0,1.0,0,14,8.0,0
3383265813815673,5.0,1.0,1,4,2.0,0
3383268814016322,4.0,1.0,1,5,5.0,1
3383269305393137,6.0,1.0,0,8,20.0,1
3383296460150992,4.0,1.0,0,9,19.0,0
3383297371512060,3.0,1.0,1,4,5.0,0
3383299470190507,3.0,1.0,1,59,10.0,1
3383302068027434,2.0,1.0,0,52,13.0,0
3383318092624884,4.0,0.0,1,1,4.0,0
3383322132577252,4.0,1.0,0,16,6.0,0
3383329668445123,4.0,1.0,1,15,3.0,1
3383354999796439,4.0,1.0,1,5,3.0,0
3383366448810122,4.0,0.0,1,5,5.0,0
3383383791787062,4.0,0.0,1,20,7.0,0
3383385347035139,6.0,0.0,0,45,35.0,0
3383392287039820,3.0,0.0,0,136,22.0,0
3383401405500064,4.0,1.0,0,33,15.0,0
3383415128762920,5.0,1.0,1,1,5.0,0
3383415676186162,4.0,1.0,0,9,8.0,0
3383438921421986,4.0,0.0,0,4,4.0,0
3383441016488139,3.0,1.0,1,1,3.0,0
3383518762869182,2.0,0.0,0,123,28.0,0
3383527595779193,4.0,0.0,1,3,4.0,0
3383553864622495,3.0,1.0,0,97,28.0,0
3383583390696639,7.0,0.0,0,3,13.0,0
3383593234180941,4.0,1.0,1,15,20.0,1
3383628403624701,4.0,0.0,0,7,8.0,0
3383630097731573,4.0,0.0,1,3,3.0,0
3383697862215829,3.0,0.0,0,1,3.0,0
3383726891684297,5.0,1.0,0,2,11.0,0
3383755479511014,5.0,1.0,1,2,10.0,0
3383819339962955,9.0,0.0,0,17,25.0,1
3383863283102073,4.0,0.0,1,5,7.0,0
3383876135270790,4.0,0.0,1,14,8.0,0
3383929611585182,3.0,0.0,0,4,3.0,0
3383944246681351,3.0,1.0,0,36,19.0,0
3383952685356969,3.0,0.0,0,8,4.0,0
3383993231389819,3.0,1.0,1,26,8.0,0
3383998229403423,4.0,0.0,1,22,18.0,1
3384011936411228,4.0,1.0,0,12,17.0,0
3384021501523935,4.0,0.0,1,1,4.0,0
3384032835913231,6.0,1.0,1,20,27.0,0
3384034259269673,6.0,0.0,0,4,13.0,0
3384036651937990,4.0,0.0,0,1,4.0,0
3384063449147224,4.0,1.0,1,9,5.0,1
3384080521072847,4.0,0.0,1,36,19.0,0
3384101076501337,3.0,0.0,1,27,6.0,0
3384102431683538,5.0,0.0,0,9,19.0,0
3384180831536166,5.0,0.0,0,1,5.0,0
3384254404469202,4.0,0.0,1,6,6.0,0
3384279549498023,4.0,1.0,1,14,7.0,0
3384320473026339,4.0,0.0,1,11,25.0,0
3384434924638207,3.0,1.0,0,5,5.0,0
3384481291163061,4.0,0.0,0,56,19.0,0
3384491853267540,5.0,1.0,0,7,18.0,0
3384494174252103,4.0,1.0,0,2,4.0,0
3384531473817579,5.0,1.0,0,1,5.0,0
3384554771252347,4.0,1.0,1,152,43.0,0
3384558161327042,4.0,1.0,0,1,4.0,0
3384586462514939,3.0,0.0,0,1,3.0,1
3384620451382878,4.0,1.0,0,13,6.0,0
3384626040302425,2.5,0.0,1,3,10.0,0
3384627608811915,5.0,0.0,1,192,27.0,1
3384687859336988,4.0,1.0,1,4,7.0,1
3384698367747418,4.0,1.0,1,2,5.0,0
3384707639822910,4.0,1.0,1,4,3.0,0
3384801391828521,5.0,0.0,1,37,21.0,1
3384806271037062,4.0,1.0,1,8,4.0,1
3384829740123318,3.0,1.0,0,1,3.0,1
3384857458869556,3.0,0.0,0,4,5.0,0
3384917281390006,4.0,0.0,1,16,6.0,0
3384930091715913,7.0,0.0,1,101,22.0,1
3384941172838971,4.0,0.0,0,13,10.0,0
3384946189905456,3.0,0.0,0,1,3.0,0
3385037473197165,2.0,0.0,1,37,30.0,0
3385065013651389,5.0,0.0,1,1,5.0,0
3385073920298320,5.0,1.0,1,1,12.0,0
3385106837537944,3.0,1.0,0,1,1.0,0
3385113122273104,3.0,0.0,0,3,4.0,0
3385119577647767,4.0,1.0,1,9,12.0,0
3385128762170126,4.0,1.0,1,1,4.0,0
3385138128320690,3.0,1.0,1,33,12.0,0
3385162480720539,3.0,1.0,1,21,19.0,0
3385338540480792,5.0,1.0,0,14,12.0,0
3385379139707203,3.0,1.0,0,17,6.0,0
3385381406630817,4.0,0.0,1,1,4.0,1
3385395756694092,3.0,0.0,1,51,17.0,0
3385398186406655,3.0,0.0,1,130,27.0,0
3385433655310047,3.0,1.0,1,64,9.0,1
3385579371424467,4.0,0.0,1,1,4.0,0
3385600161176157,4.0,1.0,0,4,5.0,1
3385605974230201,5.0,0.0,0,24,19.0,1
3385626087331029,4.0,0.0,0,1,4.0,1
3385715982293294,4.0,1.0,1,2,4.0,0
3385758381293410,3.5,0.0,1,6,10.0,1
3385761843086352,4.0,0.0,1,3,5.0,0
3385780135037032,3.0,1.0,0,3,13.0,1
3385817933101815,4.0,1.0,0,5,4.0,0
3385824210199199,4.0,0.0,1,3,3.0,0
3385833390152528,4.0,0.0,1,24,11.0,0
3385938297220117,5.0,0.0,1,46,47.0,0
3385946036386536,5.0,1.0,1,35,12.0,0
3385981811254556,4.0,0.0,1,12,6.0,0
3386021312697854,4.0,1.0,1,72,25.0,0
3386041221307521,4.0,0.0,1,1,4.0,0
3386046646800527,3.0,0.0,1,8,12.0,0
3386077204256579,4.0,1.0,1,4,6.0,1
3386097712570684,3.0,0.0,0,6,3.0,0
3386098880286841,4.0,1.0,1,1,1.0,1
3386150002928418,4.0,1.0,1,5,9.0,0
3386249951714088,4.0,0.0,1,28,19.0,1
3386356626706528,2.0,1.0,0,8,5.0,0
3386375141622007,5.0,0.0,0,58,26.0,0
3386388069676151,6.0,0.0,1,16,18.0,0
3386402716993689,4.0,1.0,1,61,36.0,1
3386409577930822,5.0,1.0,1,8,15.0,0
3386420572368441,5.0,0.0,1,24,7.0,0
3386479737645958,6.0,0.0,0,1,6.0,0
3386493637900566,4.0,1.0,0,10,5.0,1
3386532474497195,5.0,0.0,0,2,5.0,0
3386544982532459,4.0,0.0,0,2,5.0,0
3386560745083976,4.0,1.0,1,4,10.0,0
3386594078244605,5.0,1.0,1,15,24.0,1
3386596534328164,4.0,1.0,0,1,4.0,0
3386609555241470,4.0,0.0,1,3,3.0,0
3386610752977383,3.0,1.0,1,33,34.0,1
3386621441588315,6.0,0.0,1,2,3.0,0
3386673450395347,5.0,0.0,0,1,5.0,1
3386740196084948,2.0,0.0,0,139,17.0,0
3386841827689188,6.0,0.0,0,11,14.0,0
3386857761295187,2.0,0.0,0,140,42.0,0
3386894583396784,3.0,0.0,1,3,3.0,1
3386901670641099,4.0,1.0,1,20,5.0,0
3386904969227967,5.0,1.0,1,13,18.0,0
3386924237539615,4.0,1.0,0,4,5.0,0
3386970546609020,5.0,0.0,1,1,5.0,0
3386981992178350,4.0,0.0,1,12,11.0,0
3387041472442858,3.0,1.0,1,10,14.0,0
3387049047362440,3.0,0.0,0,18,15.0,0
3387057610555151,2.0,0.0,1,137,12.0,0
3387104021041299,7.0,1.0,0,4,7.0,1
3387117753580394,4.0,0.0,0,1,4.0,0
3387128026616467,5.0,0.0,0,16,16.0,0
3387130895168299,4.0,1.0,0,1,4.0,1
3387135137550351,3.0,1.0,1,1,3.0,0
3387138676368647,4.0,1.0,1,1,4.0,1
3387155531408669,3.0,0.0,1,4,14.0,0
3387155620794475,5.0,0.0,1,27,15.0,1
3387222139666644,4.0,0.0,0,5,10.0,0
3387223755090516,2.0,1.0,0,19,6.0,0
3387225370324939,5.0,1.0,0,1,5.0,1
3387274734040589,3.0,0.0,0,6,4.0,0
3387305180640853,2.0,0.0,0,72,16.0,1
3387322898918722,4.0,0.0,1,7,13.0,0
3387404890438689,3.0,1.0,0,3,3.0,0
3387413528291619,5.0,1.0,0,1,5.0,1
3387456281635948,3.0,0.0,1,10,10.0,1
3387469745568454,4.0,0.0,0,33,26.0,0
3387494140723481,4.0,0.0,1,12,9.0,1
3387568942107043,3.0,1.0,1,2,16.0,0
3387572780621944,4.0,0.0,0,25,12.0,0
3387575963574204,4.0,1.0,1,6,6.0,0
3387604681236337,4.0,1.0,0,11,4.0,0
3387650713606227,4.0,1.0,0,24,13.0,0
3387666784015912,4.0,1.0,1,36,11.0,0
3387689737905740,4.0,1.0,1,73,36.0,1
3387706588996793,4.0,1.0,0,5,2.0,0
3387727110257113,4.0,0.0,1,10,7.0,0
3387759380349526,4.0,1.0,1,4,7.0,0
3387760393535776,5.0,1.0,0,48,19.0,0
3387828654792051,4.0,0.0,1,3,11.0,0
3387843314044325,4.0,0.0,0,2,2.0,0
3387875104367307,4.0,0.0,1,40,21.0,0
3387881553643800,5.0,1.0,1,3,5.0,1
3387886133610685,4.0,1.0,1,9,6.0,0
3387903954364129,5.0,1.0,0,1,5.0,0
3387911472062908,3.0,1.0,1,18,7.0,0
3387984794232335,5.0,0.0,1,22,34.0,0
3387997759595772,4.0,0.0,0,1,6.0,0
3388028789681728,4.0,0.0,0,13,5.0,0
3388055116032366,5.0,0.0,0,1,1.0,0
3388116500631463,4.0,0.0,1,4,6.0,0
3388127585270317,3.0,0.0,0,1,3.0,0
3388147400586850,4.0,0.0,1,67,17.0,0
3388157065968342,5.0,0.0,0,38,19.0,0
3388157595739429,4.0,1.0,1,5,5.0,0
3388185158925521,4.0,1.0,1,1,4.0,0
3388190525690162,4.0,0.0,1,1,2.0,1
3388192539897247,5.0,1.0,1,47,21.0,1
3388214542179681,4.0,1.0,0,14,3.0,0
